champions,traits,items,cost_total,placement
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,46,8
"TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Braum:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,70,2
"TFT14_Morgana:2,TFT14_Sylas:2,TFT14_Darius:2,TFT14_Rhaast:1,TFT14_Braum:2,TFT14_Gragas:2,TFT14_MissFortune:2,TFT14_Leona:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Thirsty,TFT14_Vanguard",,42,6
"TFT14_DrMundo:2,TFT14_Morgana:1,TFT14_Senna:3,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Urgot:1,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Strong",,52,5
"TFT14_DrMundo:2,TFT14_Skarner:2,TFT14_Mordekaiser:3,TFT14_Fiddlesticks:3,TFT14_Gragas:2,TFT14_Chogath:2,TFT14_Garen:1,TFT14_Urgot:1,TFT14_Kobuko:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Strong,TFT14_Techie",,68,2
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Mordekaiser:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Samira:2,TFT14_Kobuko:1,TFT14_Viego:2,TFT14_Garen:1","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait",,76,3
"TFT14_NidaleeCougar:2,TFT14_Jax:2,TFT14_Ekko:2,TFT14_Naafiri:2,TFT14_Yuumi:3,TFT14_Neeko:2,TFT14_Sejuani:2,TFT14_Annie:2","TFT14_Armorclad,TFT14_Controller,TFT14_EdgeRunner,TFT14_Supercharge",,51,5
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:1,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Garen:2,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_Thirsty,TFT14_Vanguard",,77,1
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:3,TFT14_Rengar:3,TFT14_Neeko:1,TFT14_Brand:1,TFT14_Vex:1","TFT14_Controller,TFT14_Cutter,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Techie",,41,6
"TFT14_Poppy:2,TFT14_Veigar:3,TFT14_Shyvana:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Yuumi:2,TFT14_Brand:1,TFT14_Ziggs:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_Divinicorp,TFT14_Techie",,45,4
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:1,TFT14_Jarvan:1,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:1,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,48,7
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:1,TFT14_Brand:1,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,48,8
"TFT14_Poppy:2,TFT14_Ekko:1,TFT14_Veigar:3,TFT14_Shyvana:3,TFT14_Mordekaiser:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2","TFT14_Armorclad,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,47,5
"TFT14_Zyra:1,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Garen:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_Netgod,TFT14_StreetDemon,TFT14_Techie",,47,7
"TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:2,TFT14_MissFortune:2,TFT14_Aurora:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard",,55,2
"TFT14_NidaleeCougar:3,TFT14_Ekko:2,TFT14_Naafiri:3,TFT14_Yuumi:3,TFT14_Neeko:2,TFT14_Annie:2,TFT14_Samira:1,TFT14_Zac:1","TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Virus",,56,3
"TFT14_Morgana:1,TFT14_Mordekaiser:2,TFT14_Gragas:1,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Zac:2,TFT14_Urgot:1,TFT14_Kobuko:1,TFT14_Aurora:2,TFT14_Aurora:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Thirsty,TFT14_Virus",,86,4
"TFT14_Alistar:2,TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Annie:2,TFT14_Aphelios:2,TFT14_Zac:2,TFT14_Garen:1,TFT14_Viego:1,TFT14_Darius:2","TFT14_Immortal,TFT14_Netgod,TFT14_ViegoUniqueTrait,TFT14_Virus",,64,1
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:1,TFT14_Sejuani:1,TFT14_Sejuani:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,41,6
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:1,TFT14_Sejuani:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,36,8
"TFT14_DrMundo:3,TFT14_Shaco:2,TFT14_Rhaast:2,TFT14_Senna:3,TFT14_Jarvan:2,TFT14_Gragas:2,TFT14_Zed:2,TFT14_Renekton:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard",,47,4
"TFT14_Zyra:2,TFT14_Poppy:3,TFT14_Ekko:2,TFT14_Veigar:3,TFT14_Shyvana:3,TFT14_Mordekaiser:2,TFT14_Kobuko:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cyberboss,TFT14_Techie",,34,7
"TFT14_NidaleeCougar:2,TFT14_Jax:2,TFT14_Naafiri:2,TFT14_Yuumi:3,TFT14_Neeko:2,TFT14_Sejuani:1,TFT14_Annie:2","TFT14_Armorclad,TFT14_Controller,TFT14_EdgeRunner,TFT14_Supercharge",,42,6
"TFT14_Zyra:2,TFT14_DrMundo:3,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,66,3
"TFT14_Jax:2,TFT14_Jhin:2,TFT14_Naafiri:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Galio:1,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Renekton:1,TFT14_Aurora:2","TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Swift,TFT14_Thirsty",,66,5
"TFT14_Zyra:2,TFT14_DrMundo:1,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Yuumi:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Samira:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,69,1
"TFT14_Morgana:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:2,TFT14_Aurora:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Thirsty",,72,2
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:1,TFT14_Rengar:2,TFT14_Mordekaiser:1,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,47,8
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:1,TFT14_Mordekaiser:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Garen:1","TFT14_Bruiser,TFT14_Controller,TFT14_Netgod,TFT14_StreetDemon,TFT14_Techie",,56,6
"TFT14_Morgana:2,TFT14_Rhaast:2,TFT14_Senna:2,TFT14_Jarvan:2,TFT14_Gragas:2,TFT14_Vex:1,TFT14_Zed:2,TFT14_Renekton:1,TFT14_Garen:1","TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard",,53,5
"TFT14_Morgana:2,TFT14_Jhin:1,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:2,TFT14_Kobuko:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Thirsty",,70,3
"TFT14_Sylas:2,TFT14_Seraphine:2,TFT14_Vayne:1,TFT14_Rhaast:1,TFT14_Illaoi:2,TFT14_Yuumi:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Thirsty,TFT14_Vanguard",,45,1
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Mordekaiser:2,TFT14_Yuumi:1,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,56,4
"TFT14_Alistar:2,TFT14_Jarvan:2,TFT14_Xayah:1,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:1,TFT14_Aphelios:2,TFT14_Garen:1","TFT14_Bruiser,TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_Vanguard",,55,7
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Yuumi:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Samira:2,TFT14_Kobuko:2,TFT14_Viego:1,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie,TFT14_ViegoUniqueTrait",,80,2
"TFT14_Alistar:2,TFT14_Graves:2,TFT14_Skarner:2,TFT14_Jarvan:2,TFT14_Annie:1,TFT14_Chogath:1,TFT14_Aphelios:2,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Immortal,TFT14_Vanguard",,43,8
"TFT14_Sylas:2,TFT14_Jhin:1,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:1,TFT14_Leona:1,TFT14_Aphelios:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,35,8
"TFT14_Poppy:3,TFT14_Ekko:3,TFT14_Veigar:3,TFT14_Shyvana:3,TFT14_Mordekaiser:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Kobuko:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,71,2
"TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Zed:2,TFT14_Xayah:2,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Zac:2,TFT14_Garen:2,TFT14_Viego:2","TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_Strong,TFT14_Vanguard,TFT14_ViegoUniqueTrait,TFT14_Virus",,102,1
"TFT14_Kindred:2,TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,44,4
"TFT14_Jax:1,TFT14_TwistedFate:2,TFT14_Darius:2,TFT14_Jhin:2,TFT14_Mordekaiser:2,TFT14_MissFortune:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Aurora:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_EdgeRunner,TFT14_Mob,TFT14_Swift,TFT14_Thirsty",,56,3
"TFT14_Morgana:1,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:2,TFT14_MissFortune:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard",,49,5
"TFT14_Sylas:1,TFT14_Vayne:2,TFT14_Illaoi:2,TFT14_Yuumi:2,TFT14_Xayah:2,TFT14_Leona:1,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Marksman,TFT14_Vanguard",,47,6
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,46,7
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Aurora:1,TFT14_Aurora:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,60,3
"TFT14_Shaco:1,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:2,TFT14_Draven:2,TFT14_MissFortune:1","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,34,7
"TFT14_Zyra:1,TFT14_DrMundo:2,TFT14_Alistar:1,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,51,6
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,59,5
"TFT14_Jax:1,TFT14_Draven:2,TFT14_Senna:1,TFT14_Galio:2,TFT14_Zed:1,TFT14_Sejuani:1,TFT14_Zeri:2,TFT14_Renekton:1","TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Strong,TFT14_Suits,TFT14_Swift",,43,8
"TFT14_Alistar:2,TFT14_Mordekaiser:3,TFT14_Fiddlesticks:3,TFT14_Gragas:2,TFT14_Chogath:2,TFT14_Garen:1,TFT14_Kobuko:1,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Techie",,57,2
"TFT14_Jax:1,TFT14_Draven:2,TFT14_Senna:2,TFT14_Galio:2,TFT14_Zed:3,TFT14_Sejuani:2,TFT14_Zeri:1,TFT14_Renekton:1,TFT14_Garen:2","TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Suits,TFT14_Swift",,70,1
"TFT14_Zyra:3,TFT14_DrMundo:3,TFT14_Morgana:1,TFT14_Alistar:3,TFT14_Seraphine:3,TFT14_Mordekaiser:2,TFT14_Brand:2,TFT14_Chogath:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Techie",,39,4
"TFT14_DrMundo:3,TFT14_Shaco:3,TFT14_Darius:2,TFT14_Vayne:3,TFT14_Braum:2,TFT14_Senna:2,TFT14_Jarvan:2,TFT14_Zed:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Strong,TFT14_Vanguard",,44,5
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,52,6
"TFT14_Sylas:2,TFT14_Seraphine:2,TFT14_Jhin:2,TFT14_Illaoi:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Renekton:2,TFT14_Aurora:2,TFT14_Viego:2","TFT14_AnimaSquad,TFT14_Armorclad,TFT14_Divinicorp,TFT14_Marksman,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,74,3
"TFT14_Alistar:2,TFT14_Jarvan:2,TFT14_Xayah:1,TFT14_Annie:2,TFT14_Leona:1,TFT14_Aphelios:1,TFT14_Garen:1,TFT14_Aurora:1,TFT14_Viego:1,TFT14_Zac:1","TFT14_AnimaSquad,TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,61,8
"TFT14_Poppy:2,TFT14_Ekko:2,TFT14_Veigar:3,TFT14_Shyvana:3,TFT14_Mordekaiser:3,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Kobuko:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,59,2
"TFT14_Vi:2,TFT14_Ekko:1,TFT14_LeBlanc:3,TFT14_Illaoi:2,TFT14_Galio:3,TFT14_Yuumi:2,TFT14_Ziggs:1","TFT14_Armorclad,TFT14_Controller,TFT14_Suits",,34,7
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:2,TFT14_MissFortune:2,TFT14_Aurora:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard",,57,1
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:1,TFT14_Yuumi:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,53,4
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:3,TFT14_Braum:2,TFT14_Draven:2,TFT14_MissFortune:2","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,40,6
"TFT14_NidaleeCougar:2,TFT14_Ekko:2,TFT14_Naafiri:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Ziggs:2,TFT14_Annie:2,TFT14_Samira:2,TFT14_Garen:2,TFT14_Kobuko:2","TFT14_Controller,TFT14_Cyberboss,TFT14_Netgod,TFT14_StreetDemon,TFT14_Supercharge",,88,2
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:2,TFT14_Draven:3,TFT14_MissFortune:2","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,43,7
"TFT14_Sylas:2,TFT14_Seraphine:2,TFT14_Jhin:2,TFT14_Illaoi:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Zac:2,TFT14_Aurora:2,TFT14_Viego:2,TFT14_Garen:2","TFT14_AnimaSquad,TFT14_Immortal,TFT14_Marksman,TFT14_Techie,TFT14_Thirsty,TFT14_Vanguard,TFT14_ViegoUniqueTrait,TFT14_Virus",,88,1
"TFT14_Morgana:1,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:1,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:1,TFT14_Viego:1,TFT14_Fiddlesticks:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,53,8
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_NidaleeCougar:1,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Samira:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,63,4
"TFT14_KogMaw:1,TFT14_Skarner:1,TFT14_Fiddlesticks:1,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Garen:2,TFT14_Urgot:2,TFT14_Kobuko:2,TFT14_Viego:2,TFT14_Kobuko:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Netgod,TFT14_Techie,TFT14_ViegoUniqueTrait",,96,3
"TFT14_DrMundo:2,TFT14_Alistar:2,TFT14_Skarner:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:3,TFT14_Gragas:3,TFT14_Chogath:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie",,42,5
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Viego:2,TFT14_Gragas:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,72,1
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Aurora:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Techie,TFT14_Thirsty",,53,5
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,72,4
"TFT14_Zyra:2,TFT14_Poppy:2,TFT14_Ekko:1,TFT14_Veigar:3,TFT14_Mordekaiser:1,TFT14_Neeko:2,TFT14_Ziggs:2,TFT14_Chogath:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,40,8
"TFT14_TwistedFate:2,TFT14_Darius:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:2,TFT14_MissFortune:2,TFT14_Zac:1,TFT14_Aurora:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard,TFT14_Virus",,56,3
"TFT14_DrMundo:2,TFT14_Darius:2,TFT14_Mordekaiser:3,TFT14_Fiddlesticks:2,TFT14_Gragas:3,TFT14_Chogath:1,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie",,42,6
"TFT14_DrMundo:2,TFT14_Rhaast:2,TFT14_Senna:2,TFT14_Jarvan:3,TFT14_Gragas:2,TFT14_Zed:2,TFT14_Renekton:2,TFT14_Garen:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard",,58,2
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Mordekaiser:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Zac:1","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_Virus",,46,7
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:3,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Garen:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_Vanguard",,69,2
"TFT14_Zyra:1,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1","TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,50,5
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Kobuko:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,53,8
"TFT14_Shaco:1,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:2,TFT14_MissFortune:2","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,42,6
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:3,TFT14_Rengar:3,TFT14_Neeko:1,TFT14_Brand:1,TFT14_Vex:1","TFT14_Controller,TFT14_Cutter,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Techie",,41,7
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Aurora:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,60,1
